DataTransacao,Cliente,TipoTransacao,Valor_Transacoes,Bandeira,Aprovado
2022-08-18 21:13:56,Cliente 1,Saque,4147.7,Amex,Sim
2022-09-16 04:34:22,Cliente 7,Compra,4817.76,Amex,Sim
2022-05-20 17:33:05,Cliente 1,Saque,3299.01,MasterCard,Sim
2022-11-18 21:34:05,Cliente 5,Fraude,3479.5,Elo,Sim
2022-09-04 02:43:03,Cliente 6,Compra,1793.33,Amex,Não
2022-11-10 23:10:09,Cliente 6,Estorno,831.47,Elo,Não
2022-09-26 11:40:58,Cliente 7,Estorno,1525.68,Amex,Não
2022-04-27 16:01:29,Cliente 7,Compra,2447.65,Visa,Sim
2022-09-29 10:51:17,Cliente 4,Estorno,3371.64,MasterCard,Não
2022-05-12 23:33:53,Cliente 5,Estorno,4923.26,MasterCard,Não
2022-07-22 04:01:08,Cliente 10,Saque,1243.61,Elo,Sim
2022-07-31 23:25:48,Cliente 10,Fraude,658.9,Visa,Não
2022-05-09 22:32:49,Cliente 1,Saque,1798.18,Amex,Sim
2022-02-17 00:51:57,Cliente 4,Fraude,1918.66,Visa,Sim
2022-08-08 03:34:47,Cliente 6,Estorno,2646.59,Amex,Não
2022-08-21 23:29:19,Cliente 3,Fraude,1108.96,Visa,Sim
2022-10-23 06:59:46,Cliente 10,Fraude,1095.32,MasterCard,Sim
2022-08-14 13:54:01,Cliente 5,Saque,3549.93,Visa,Não
2022-08-17 12:37:55,Cliente 5,Saque,453.99,Elo,Não
2022-05-16 14:36:48,Cliente 10,Fraude,1720.67,MasterCard,Não
2022-11-10 20:45:21,Cliente 5,Saque,3525.1,MasterCard,Não
2022-04-24 07:20:08,Cliente 2,Estorno,3913.2,Elo,Não
2022-04-23 18:45:54,Cliente 3,Compra,350.04,Visa,Sim
2022-04-07 08:18:27,Cliente 9,Compra,1230.76,MasterCard,Não
2022-10-09 11:48:07,Cliente 5,Fraude,887.2,Elo,Sim
2022-10-19 22:14:09,Cliente 6,Saque,2282.33,Visa,Não
2022-09-25 15:32:50,Cliente 8,Fraude,4169.51,Amex,Não
2022-01-06 16:09:25,Cliente 10,Estorno,1432.73,MasterCard,Sim
2022-01-08 09:12:24,Cliente 1,Saque,1573.07,MasterCard,Sim
2022-01-26 05:07:13,Cliente 3,Saque,4194.34,Elo,Sim
2022-07-07 13:44:34,Cliente 6,Compra,2945.72,Elo,Não
2022-04-12 19:25:45,Cliente 5,Saque,3754.34,Elo,Sim
2022-11-11 22:07:44,Cliente 3,Estorno,679.73,MasterCard,Sim
2022-05-11 23:14:11,Cliente 6,Fraude,4697.06,MasterCard,Sim
2022-06-12 17:59:53,Cliente 6,Saque,167.46,Visa,Sim
2022-05-18 21:19:04,Cliente 8,Estorno,1153.66,Visa,Não
2022-12-14 23:49:18,Cliente 6,Compra,3254.09,Amex,Não
2022-04-14 01:30:36,Cliente 10,Estorno,1178.33,MasterCard,Não
2022-04-22 16:36:00,Cliente 2,Fraude,859.78,Elo,Não
2022-05-22 07:06:23,Cliente 8,Compra,590.71,Elo,Não
2022-02-06 03:06:33,Cliente 8,Saque,2232.77,MasterCard,Não
2022-08-30 05:57:24,Cliente 2,Estorno,2515.22,Visa,Sim
2022-05-04 05:27:05,Cliente 7,Saque,690.52,MasterCard,Sim
2022-04-04 11:45:38,Cliente 2,Saque,2967.82,Amex,Sim
2022-06-19 10:03:14,Cliente 6,Estorno,1864.92,MasterCard,Não
2022-12-06 14:26:34,Cliente 1,Fraude,1524.16,Amex,Não
2022-05-18 08:31:59,Cliente 8,Compra,4411.17,Visa,Sim
2022-04-05 10:33:15,Cliente 9,Compra,889.78,Amex,Sim
2022-11-29 15:17:32,Cliente 2,Saque,4112.05,Elo,Não
2022-03-25 19:04:42,Cliente 2,Saque,4898.35,Amex,Sim
2022-01-12 09:16:48,Cliente 6,Saque,262.22,Elo,Sim
2022-08-17 13:17:35,Cliente 7,Estorno,1273.05,MasterCard,Não
2022-07-31 02:20:08,Cliente 8,Estorno,642.77,MasterCard,Sim
2022-08-02 19:57:38,Cliente 1,Estorno,2310.95,MasterCard,Sim
2022-11-04 20:18:06,Cliente 9,Fraude,1720.67,MasterCard,Não
2022-03-24 08:16:23,Cliente 5,Estorno,342.72,Amex,Não
2022-02-15 00:28:21,Cliente 6,Fraude,2776.72,Visa,Não
2022-04-06 08:10:31,Cliente 9,Estorno,736.11,Elo,Sim
2022-08-16 05:08:28,Cliente 1,Estorno,3507.24,MasterCard,Sim
2022-04-14 17:58:21,Cliente 8,Compra,930.84,Elo,Não
2022-01-20 01:27:16,Cliente 9,Estorno,3743.15,Visa,Sim
2022-07-04 00:33:40,Cliente 7,Fraude,4833.11,Amex,Não
2022-05-26 08:18:15,Cliente 1,Saque,2306.27,MasterCard,Sim
2022-06-03 16:25:54,Cliente 9,Estorno,3491.33,MasterCard,Não
2022-06-04 20:08:54,Cliente 3,Saque,1447.37,MasterCard,Sim
2022-01-14 10:19:00,Cliente 2,Estorno,313.61,Elo,Sim
2022-08-03 22:37:33,Cliente 3,Fraude,1851.51,MasterCard,Sim
2022-06-21 16:38:43,Cliente 7,Fraude,4394.51,MasterCard,Não
2022-05-09 08:51:27,Cliente 2,Saque,1391.91,MasterCard,Sim
2022-05-29 06:15:43,Cliente 2,Saque,1775.51,Elo,Não
2022-05-12 17:23:02,Cliente 7,Estorno,83.04,Amex,Não
2022-05-05 23:54:51,Cliente 9,Saque,3490.63,Amex,Sim
2022-04-20 14:23:46,Cliente 9,Estorno,4871.48,Elo,Sim
2022-01-13 21:28:12,Cliente 1,Saque,877.98,MasterCard,Não
2022-12-17 02:27:34,Cliente 8,Estorno,2332.67,Elo,Sim
2022-03-11 13:58:53,Cliente 8,Fraude,1476.73,MasterCard,Sim
2022-12-20 01:42:34,Cliente 3,Estorno,3562.16,Amex,Não
2022-06-15 15:26:55,Cliente 5,Fraude,460.75,MasterCard,Não
2022-06-07 13:34:33,Cliente 7,Compra,496.11,Elo,Não
2022-11-26 17:36:30,Cliente 4,Compra,2433.23,Elo,Sim
2022-06-19 08:11:33,Cliente 9,Compra,3363.54,Amex,Sim
2022-06-26 03:07:41,Cliente 10,Compra,3913.03,Visa,Não
2022-07-13 15:53:43,Cliente 6,Saque,665.56,Amex,Sim
2022-12-26 08:56:38,Cliente 8,Estorno,2649.72,MasterCard,Não
2022-04-17 14:28:52,Cliente 5,Fraude,4772.83,Amex,Não
2022-02-08 03:56:47,Cliente 5,Compra,2691.28,Elo,Sim
2022-08-12 16:00:00,Cliente 5,Saque,580.72,Visa,Sim
2022-08-28 18:44:38,Cliente 6,Estorno,1012.2,Elo,Sim
2022-06-14 13:44:56,Cliente 4,Saque,1089.64,Amex,Não
2022-05-17 09:12:54,Cliente 8,Estorno,4101.31,Elo,Sim
2022-05-12 01:15:14,Cliente 9,Fraude,4748.92,MasterCard,Sim
2022-09-12 07:56:21,Cliente 7,Estorno,4132.87,Visa,Sim
2022-08-11 02:50:31,Cliente 10,Saque,998.48,Amex,Não
2022-02-12 22:39:10,Cliente 2,Estorno,211.44,Elo,Não
2022-05-23 05:05:09,Cliente 4,Fraude,1129.45,Visa,Sim
2022-05-20 16:34:35,Cliente 5,Compra,412.94,Elo,Não
2022-10-02 03:51:55,Cliente 9,Saque,1170.21,Visa,Sim
2022-11-25 17:33:12,Cliente 1,Fraude,342.5,Visa,Sim
2022-03-07 17:33:44,Cliente 6,Estorno,4898.37,Visa,Sim
2022-05-28 09:12:32,Cliente 8,Saque,4096.88,Elo,Sim
2022-04-25 02:25:22,Cliente 4,Fraude,337.98,MasterCard,Sim
2022-07-29 14:49:44,Cliente 1,Fraude,2704.45,MasterCard,Não
2022-06-21 15:20:01,Cliente 8,Fraude,1332.56,MasterCard,Sim
2022-03-08 12:32:59,Cliente 7,Compra,3420.52,MasterCard,Não
2022-02-14 12:12:34,Cliente 6,Fraude,637.9,MasterCard,Sim
2022-05-31 00:10:20,Cliente 2,Saque,2514.22,Elo,Sim
2022-05-11 19:00:24,Cliente 4,Saque,4945.28,Elo,Sim
2022-04-21 13:51:59,Cliente 5,Compra,2973.51,MasterCard,Sim
2022-01-27 04:51:19,Cliente 5,Estorno,529.1,Amex,Sim
2022-03-02 15:40:55,Cliente 6,Estorno,961.38,Elo,Sim
2022-01-19 18:51:21,Cliente 4,Estorno,4887.89,Elo,Sim
2022-02-25 17:16:04,Cliente 6,Fraude,1607.13,Amex,Sim
2022-07-31 14:43:01,Cliente 6,Saque,3868.92,MasterCard,Não
2022-02-15 15:03:27,Cliente 6,Fraude,2805.58,Elo,Não
2022-02-13 13:47:07,Cliente 6,Fraude,4853.92,Elo,Sim
2022-11-13 14:53:39,Cliente 8,Compra,2889.18,Visa,Não
2022-04-25 02:33:21,Cliente 6,Saque,4949.43,MasterCard,Não
2022-04-03 20:47:14,Cliente 10,Estorno,904.51,MasterCard,Sim
2022-01-01 01:10:48,Cliente 4,Compra,4087.77,Elo,Não
2022-04-26 08:34:47,Cliente 7,Saque,4993.13,Amex,Não
2022-04-04 09:51:45,Cliente 2,Fraude,4089.17,Visa,Não
2022-02-19 15:48:04,Cliente 1,Saque,4556.68,Visa,Não
2022-08-18 09:12:19,Cliente 5,Estorno,3427.05,Elo,Sim
2022-06-21 11:38:11,Cliente 7,Fraude,2983.29,Amex,Não
2022-03-16 01:38:22,Cliente 3,Estorno,3938.33,Elo,Sim
2022-06-06 20:30:29,Cliente 4,Compra,3302.36,MasterCard,Sim
2022-07-16 01:55:50,Cliente 7,Fraude,483.93,Visa,Sim
2022-11-20 12:54:54,Cliente 4,Saque,3777.01,Elo,Não
2022-11-23 19:09:49,Cliente 1,Compra,404.92,Amex,Não
2023-09-25 13:04:17,Cliente 8,Fraude,923.52,Elo,Não
2023-06-16 08:47:08,Cliente 1,Compra,2400.21,Visa,Sim
2023-08-23 08:40:31,Cliente 7,Saque,3783.69,Elo,Sim
2023-01-13 15:37:53,Cliente 10,Compra,2693.78,MasterCard,Não
2023-11-19 07:39:33,Cliente 4,Saque,3430.24,Elo,Não
2023-10-15 06:09:53,Cliente 9,Fraude,1677.17,Elo,Sim
2023-04-15 08:57:32,Cliente 10,Fraude,4372.57,Visa,Não
2023-10-24 10:50:15,Cliente 2,Estorno,206.7,Elo,Não
2023-06-18 15:57:59,Cliente 3,Saque,3000.14,Amex,Sim
2023-09-19 09:31:04,Cliente 4,Fraude,2636.38,Visa,Sim
2023-06-19 10:26:18,Cliente 1,Saque,4179.1,Visa,Sim
2023-10-19 02:10:07,Cliente 10,Compra,4940.79,MasterCard,Sim
2023-12-16 21:57:13,Cliente 10,Compra,3996.74,Elo,Não
2023-08-13 05:40:34,Cliente 3,Compra,891.51,Amex,Sim
2023-12-14 10:22:05,Cliente 1,Fraude,892.06,Amex,Sim
2023-04-29 16:43:46,Cliente 10,Fraude,2329.0,Amex,Não
2023-08-11 11:17:33,Cliente 10,Estorno,3451.25,MasterCard,Não
2023-08-17 02:12:19,Cliente 8,Estorno,1490.51,Elo,Não
2023-09-11 06:57:08,Cliente 2,Compra,377.36,Visa,Não
2023-09-26 09:40:04,Cliente 3,Compra,2188.25,Visa,Não
2023-09-05 09:37:53,Cliente 7,Estorno,4470.63,MasterCard,Não
2023-06-19 16:47:09,Cliente 4,Compra,429.28,Elo,Sim
2023-02-12 09:31:44,Cliente 1,Estorno,1597.24,Elo,Sim
2023-10-24 14:08:59,Cliente 4,Saque,176.4,Amex,Não
2023-02-10 00:57:26,Cliente 2,Saque,2133.0,Visa,Sim
2023-10-03 08:23:26,Cliente 8,Saque,2519.32,Elo,Não
2023-08-06 22:26:52,Cliente 7,Estorno,424.56,MasterCard,Não
2023-06-30 10:29:04,Cliente 5,Fraude,937.06,MasterCard,Não
2023-08-02 05:29:07,Cliente 4,Saque,4452.06,Elo,Não
2023-04-25 22:04:34,Cliente 9,Saque,1729.02,MasterCard,Sim
2023-09-10 03:38:37,Cliente 1,Fraude,579.85,MasterCard,Não
2023-06-14 04:41:03,Cliente 6,Fraude,350.14,Visa,Não
2023-03-10 23:46:51,Cliente 4,Fraude,1694.05,Visa,Sim
2023-01-12 09:30:41,Cliente 6,Estorno,3735.02,Elo,Sim
2023-01-13 13:57:04,Cliente 6,Saque,4574.42,Amex,Não
2023-06-15 14:21:28,Cliente 4,Estorno,3540.04,Amex,Não
2023-01-15 06:30:57,Cliente 1,Estorno,199.87,Amex,Não
2023-09-21 10:45:20,Cliente 3,Saque,1487.14,Elo,Não
2023-06-10 00:00:24,Cliente 2,Saque,1607.67,Visa,Não
2023-05-28 20:14:15,Cliente 10,Compra,3078.32,Elo,Não
2023-05-24 04:20:55,Cliente 1,Fraude,4094.32,Amex,Não
2023-05-24 08:56:49,Cliente 3,Estorno,3211.52,MasterCard,Não
2023-03-20 08:46:23,Cliente 8,Saque,2253.11,MasterCard,Sim
2023-11-19 09:10:21,Cliente 5,Fraude,1840.17,MasterCard,Sim
2023-11-19 19:12:52,Cliente 5,Saque,3707.18,MasterCard,Sim
2023-08-23 12:54:26,Cliente 10,Saque,1786.67,MasterCard,Sim
2023-06-25 05:28:55,Cliente 1,Saque,4736.03,Amex,Não
2023-04-20 10:35:13,Cliente 7,Saque,3910.37,Elo,Não
2023-11-11 08:18:19,Cliente 10,Compra,3075.75,Visa,Não
2023-09-24 04:16:46,Cliente 1,Estorno,4987.58,MasterCard,Sim
2023-01-17 02:54:53,Cliente 9,Estorno,2625.92,Elo,Sim
2023-07-30 01:43:16,Cliente 8,Estorno,3496.1,Amex,Sim
2023-10-24 21:26:40,Cliente 5,Fraude,2093.01,Visa,Não
2023-06-04 22:23:44,Cliente 8,Saque,3342.85,Elo,Não
2023-12-11 14:24:56,Cliente 2,Fraude,3674.84,Visa,Não
2023-03-27 02:07:07,Cliente 5,Fraude,4619.9,Elo,Não
2023-04-08 08:53:35,Cliente 5,Saque,4533.45,Elo,Não
2023-06-26 13:12:35,Cliente 6,Compra,441.53,Visa,Sim
2023-10-04 13:25:52,Cliente 10,Fraude,4704.83,Elo,Não
2023-05-11 12:26:46,Cliente 5,Fraude,2832.98,Visa,Não
2023-05-04 16:29:46,Cliente 8,Compra,3588.89,MasterCard,Sim
2023-02-13 08:48:32,Cliente 9,Estorno,3440.05,Elo,Não
2023-05-15 21:29:01,Cliente 10,Compra,879.78,Amex,Não
2023-11-16 12:35:40,Cliente 2,Estorno,3770.62,Amex,Sim
2023-05-01 04:06:02,Cliente 8,Fraude,4155.88,Amex,Não
2023-11-05 10:07:05,Cliente 8,Estorno,3404.89,MasterCard,Não
2023-03-18 10:42:02,Cliente 10,Estorno,3562.18,MasterCard,Sim
2023-06-07 07:08:08,Cliente 8,Compra,3703.16,Amex,Não
2023-01-15 16:47:14,Cliente 2,Fraude,3424.93,Visa,Sim
2023-05-29 10:08:59,Cliente 7,Estorno,3475.95,MasterCard,Sim
2023-10-12 13:07:06,Cliente 9,Saque,2447.19,Elo,Sim
2023-07-03 02:06:37,Cliente 7,Compra,2596.93,Visa,Não
2023-08-13 09:15:33,Cliente 1,Compra,3964.7,Visa,Sim
2023-08-08 22:15:45,Cliente 8,Saque,4991.63,MasterCard,Sim
2023-01-24 19:47:04,Cliente 7,Estorno,2046.57,Elo,Sim
2023-10-11 06:56:03,Cliente 1,Estorno,3641.13,MasterCard,Não
2023-12-09 17:34:22,Cliente 9,Saque,1690.95,MasterCard,Sim
2023-12-02 21:28:13,Cliente 6,Fraude,1007.05,MasterCard,Não
2023-07-17 20:04:45,Cliente 4,Compra,3195.92,Visa,Não
2023-11-30 16:55:26,Cliente 10,Estorno,2335.56,Amex,Não
2023-11-08 05:57:19,Cliente 10,Fraude,4740.89,Elo,Não
2023-04-02 12:38:05,Cliente 3,Fraude,766.65,MasterCard,Sim
2023-12-09 20:48:42,Cliente 9,Compra,2222.17,MasterCard,Não
2023-10-05 02:29:35,Cliente 3,Compra,1853.48,MasterCard,Sim
2023-06-08 16:33:18,Cliente 6,Estorno,3008.64,Amex,Sim
2023-03-08 17:23:46,Cliente 5,Compra,3082.93,Visa,Sim
2023-05-23 09:40:19,Cliente 2,Compra,1409.3,Visa,Sim
2023-09-04 23:55:47,Cliente 2,Compra,2004.99,Elo,Sim
2023-04-17 21:22:48,Cliente 7,Compra,4397.25,Elo,Não
2023-07-13 17:47:35,Cliente 5,Fraude,292.39,Visa,Não
2023-05-09 00:17:24,Cliente 10,Estorno,604.14,MasterCard,Sim
2023-12-15 16:09:17,Cliente 9,Estorno,272.84,Amex,Sim
2023-07-14 00:54:16,Cliente 10,Fraude,576.34,Visa,Não
2023-09-09 06:40:24,Cliente 4,Fraude,350.11,MasterCard,Não
2023-12-25 16:56:33,Cliente 8,Estorno,3181.4,MasterCard,Sim
2023-09-29 14:20:07,Cliente 10,Fraude,2687.07,Amex,Não
2023-04-29 01:20:26,Cliente 2,Estorno,2077.79,Amex,Não
2023-02-16 21:49:01,Cliente 3,Estorno,4682.93,Visa,Sim
2023-08-13 04:08:56,Cliente 5,Compra,2099.34,Amex,Sim
2023-05-21 05:16:28,Cliente 5,Fraude,1424.86,Elo,Sim
2023-10-12 05:18:58,Cliente 9,Fraude,2923.02,Amex,Sim
2023-09-28 17:40:39,Cliente 8,Saque,1496.92,Elo,Sim
2023-02-25 11:45:13,Cliente 8,Saque,1917.96,Visa,Não
2023-07-17 12:37:11,Cliente 10,Saque,175.75,Elo,Não
2023-01-09 23:24:55,Cliente 7,Saque,1646.26,MasterCard,Não
2023-10-29 11:59:07,Cliente 8,Saque,2840.94,MasterCard,Sim
2023-09-24 05:04:34,Cliente 5,Compra,4740.16,MasterCard,Não
2023-03-20 17:33:56,Cliente 8,Saque,3144.82,Amex,Sim
2023-09-19 09:37:21,Cliente 10,Saque,882.44,Elo,Não
2023-06-30 09:47:42,Cliente 7,Estorno,128.83,Visa,Não
2023-01-02 18:57:06,Cliente 6,Fraude,757.92,Amex,Não
2023-05-06 11:10:11,Cliente 9,Compra,811.47,Visa,Sim
2023-02-22 23:07:16,Cliente 2,Compra,2047.63,MasterCard,Sim
2023-10-31 15:19:41,Cliente 6,Saque,598.27,Visa,Sim
2023-11-24 23:12:19,Cliente 6,Fraude,3472.42,Amex,Não
2023-04-05 03:53:37,Cliente 8,Saque,1719.13,MasterCard,Não
2023-02-28 05:54:49,Cliente 5,Fraude,3212.57,Amex,Sim
2023-05-23 08:38:06,Cliente 7,Saque,1661.18,Visa,Sim
2023-05-09 03:28:36,Cliente 5,Compra,2550.72,MasterCard,Não
2023-04-08 17:40:25,Cliente 8,Compra,4504.96,Amex,Não
2023-12-19 19:55:31,Cliente 2,Compra,937.45,Amex,Sim
2023-09-08 03:54:18,Cliente 7,Compra,1459.26,Visa,Sim
2023-11-19 01:27:34,Cliente 7,Compra,984.64,Amex,Não
2023-08-10 23:28:48,Cliente 4,Saque,1285.24,Elo,Não
2023-07-11 12:19:14,Cliente 6,Saque,4125.33,Amex,Não
2023-12-02 05:18:19,Cliente 3,Fraude,1792.41,Amex,Não
2023-09-29 06:00:05,Cliente 10,Estorno,55.74,MasterCard,Não
2023-11-02 15:33:01,Cliente 6,Fraude,115.83,Visa,Não
2023-01-31 16:45:05,Cliente 7,Compra,1818.7,Visa,Sim
2023-01-03 05:51:08,Cliente 3,Estorno,1614.54,Amex,Não
2023-01-28 10:35:29,Cliente 7,Fraude,1888.11,Visa,Sim
2023-12-08 04:12:53,Cliente 2,Compra,4354.29,Amex,Não
2023-02-22 08:28:55,Cliente 9,Estorno,3503.36,Visa,Não
2023-05-19 12:18:18,Cliente 10,Saque,2731.09,Amex,Sim
2023-10-17 04:13:56,Cliente 10,Fraude,1537.64,Elo,Não
2023-12-20 04:56:21,Cliente 8,Estorno,402.01,MasterCard,Não
2023-12-24 09:34:49,Cliente 1,Estorno,226.75,MasterCard,Sim
2023-08-28 14:47:24,Cliente 5,Compra,1879.06,MasterCard,Não
2023-09-10 06:58:08,Cliente 5,Fraude,1175.91,MasterCard,Sim
2023-04-30 13:45:54,Cliente 7,Saque,3489.67,MasterCard,Não
2023-01-27 00:04:06,Cliente 9,Compra,855.02,Visa,Sim
2023-10-30 04:32:29,Cliente 9,Saque,473.69,MasterCard,Não
2023-06-09 22:04:47,Cliente 6,Compra,2768.79,MasterCard,Sim
2023-08-27 00:05:15,Cliente 2,Estorno,434.87,Visa,Sim
2023-11-28 00:58:28,Cliente 5,Saque,1863.35,Visa,Sim
2023-07-17 01:20:56,Cliente 9,Estorno,374.48,MasterCard,Não
2023-12-23 01:54:28,Cliente 10,Compra,1225.56,MasterCard,Sim
2023-09-19 04:09:27,Cliente 9,Saque,1620.38,Visa,Não
2023-04-30 22:28:12,Cliente 10,Estorno,1205.63,Amex,Não
2023-12-15 11:37:18,Cliente 2,Compra,3033.21,Visa,Sim
2023-10-01 13:24:26,Cliente 8,Fraude,1425.23,Elo,Não
2023-12-29 14:31:31,Cliente 8,Estorno,4256.77,Amex,Não
2023-10-06 02:59:04,Cliente 7,Compra,694.36,Elo,Não
2023-04-18 11:21:14,Cliente 1,Compra,235.91,MasterCard,Sim
2023-12-24 08:16:57,Cliente 10,Compra,3189.08,MasterCard,Sim
2023-11-18 05:35:16,Cliente 5,Compra,3717.23,Elo,Sim
2023-10-21 10:19:32,Cliente 9,Compra,3610.81,Elo,Sim
2023-02-18 15:27:23,Cliente 8,Estorno,3669.14,Visa,Sim
2023-03-08 22:41:47,Cliente 8,Compra,4760.71,MasterCard,Não
2023-11-05 09:28:10,Cliente 6,Compra,4727.36,Visa,Não
2023-08-22 17:55:48,Cliente 2,Compra,346.55,MasterCard,Sim
2023-06-19 10:27:03,Cliente 6,Saque,2090.35,Amex,Sim
2023-03-20 23:29:37,Cliente 7,Estorno,1837.04,MasterCard,Não
2023-02-27 20:11:19,Cliente 2,Saque,2721.35,MasterCard,Sim
2023-12-13 14:49:26,Cliente 5,Saque,4001.35,Visa,Não
2023-05-14 08:01:01,Cliente 5,Saque,4241.75,Amex,Não
2023-10-12 08:34:28,Cliente 4,Compra,314.15,Amex,Sim
2023-01-18 09:45:36,Cliente 3,Fraude,3456.99,Amex,Não
2023-11-06 04:09:06,Cliente 5,Estorno,3759.19,Elo,Não
2023-05-23 20:09:05,Cliente 10,Compra,4697.74,Visa,Sim
2023-07-30 19:09:08,Cliente 7,Fraude,1000.1,Amex,Sim
2023-02-27 17:43:44,Cliente 5,Estorno,3086.86,MasterCard,Sim
2023-11-30 08:22:47,Cliente 7,Saque,2588.85,MasterCard,Sim
2023-08-07 20:13:21,Cliente 7,Compra,1352.55,Visa,Não
2023-08-20 04:31:00,Cliente 7,Fraude,3141.59,MasterCard,Sim
2023-07-25 17:38:40,Cliente 4,Compra,2558.84,MasterCard,Não
2023-09-16 02:27:41,Cliente 7,Compra,4345.27,Elo,Sim
2023-09-21 09:39:23,Cliente 10,Fraude,4519.55,MasterCard,Não
2023-06-24 17:39:55,Cliente 8,Fraude,291.31,Visa,Não
2023-10-31 13:04:07,Cliente 4,Compra,1972.73,Elo,Sim
2023-08-20 18:40:18,Cliente 8,Saque,3133.03,Visa,Sim
2023-12-03 18:45:52,Cliente 5,Compra,1402.59,MasterCard,Sim
2023-07-29 09:15:58,Cliente 9,Fraude,467.0,Amex,Não
2023-03-06 05:55:05,Cliente 6,Saque,1972.12,Visa,Não
2023-05-28 23:11:16,Cliente 8,Estorno,4067.55,MasterCard,Não
2023-01-01 09:36:20,Cliente 6,Fraude,3575.11,Elo,Sim
2023-09-25 01:53:07,Cliente 7,Compra,4202.02,Amex,Não
2023-02-22 04:44:00,Cliente 3,Saque,4420.08,Visa,Sim
2023-07-03 07:58:19,Cliente 7,Compra,1772.62,Amex,Não
2023-07-27 16:12:55,Cliente 7,Estorno,2220.27,MasterCard,Sim
2023-11-23 00:16:18,Cliente 6,Estorno,1134.44,Visa,Sim
2023-03-27 06:57:58,Cliente 6,Fraude,2943.88,Visa,Não
2023-07-15 17:24:16,Cliente 9,Saque,1663.91,Elo,Não
2023-08-12 19:05:00,Cliente 4,Estorno,561.54,Elo,Sim
2023-06-01 18:37:27,Cliente 2,Fraude,1185.81,Visa,Não
2023-06-01 11:05:38,Cliente 3,Estorno,3753.25,Elo,Não
2023-01-22 04:33:29,Cliente 3,Compra,3623.64,MasterCard,Não
2023-06-04 13:35:26,Cliente 10,Fraude,733.94,Visa,Não
2023-02-16 05:25:45,Cliente 7,Saque,3061.9,Elo,Sim
2023-11-27 05:10:52,Cliente 8,Compra,4629.6,Elo,Não
2023-02-12 04:30:43,Cliente 8,Saque,1197.84,Visa,Não
2023-06-04 06:27:19,Cliente 3,Fraude,2149.74,Visa,Sim
2023-03-10 21:25:45,Cliente 6,Compra,1712.39,MasterCard,Não
2023-12-10 06:10:39,Cliente 1,Compra,2273.02,Elo,Não
2023-01-20 07:56:08,Cliente 3,Compra,1078.68,MasterCard,Não
2023-07-01 20:12:37,Cliente 4,Saque,3214.6,Elo,Sim
2023-03-05 13:08:05,Cliente 5,Fraude,1491.31,Amex,Não
2023-12-24 04:23:57,Cliente 6,Compra,2787.91,Visa,Sim
2023-02-27 17:15:27,Cliente 8,Fraude,392.5,Amex,Sim
2023-01-23 22:19:18,Cliente 10,Saque,2757.97,Elo,Não
2023-07-07 20:38:32,Cliente 1,Fraude,1887.48,MasterCard,Sim
2023-10-12 04:23:24,Cliente 8,Fraude,310.34,Elo,Sim
2023-01-22 21:28:02,Cliente 5,Saque,2921.12,MasterCard,Não
2023-10-05 20:19:02,Cliente 10,Estorno,4914.53,Visa,Sim
2023-03-31 05:58:53,Cliente 9,Compra,4369.94,MasterCard,Não
2023-12-07 14:52:39,Cliente 8,Estorno,2334.1,Visa,Sim
2023-11-25 08:40:50,Cliente 9,Saque,434.09,Visa,Sim
2023-03-22 08:19:30,Cliente 8,Saque,891.36,Elo,Sim
2023-09-25 17:04:58,Cliente 8,Saque,3585.9,Amex,Sim
2023-03-30 23:06:04,Cliente 6,Estorno,2947.24,Visa,Não
2023-10-04 12:39:02,Cliente 8,Estorno,69.95,Elo,Sim
2023-02-10 01:48:57,Cliente 8,Saque,575.31,Amex,Sim
2023-03-01 07:52:04,Cliente 4,Estorno,454.96,Visa,Sim
2023-01-25 22:05:03,Cliente 7,Fraude,4153.28,MasterCard,Não
2023-11-10 12:05:56,Cliente 2,Estorno,1601.66,Visa,Sim
2023-08-12 00:49:26,Cliente 2,Fraude,2935.48,Elo,Não
2023-09-20 03:40:24,Cliente 6,Estorno,3779.83,Elo,Sim
2023-02-18 18:50:27,Cliente 9,Compra,3641.4,Visa,Não
2023-07-08 10:03:08,Cliente 4,Compra,4629.81,Amex,Não
2023-03-02 17:18:01,Cliente 9,Fraude,214.92,Visa,Sim
2023-10-09 17:51:02,Cliente 1,Compra,4778.74,Amex,Não
2023-11-01 06:19:12,Cliente 8,Compra,1736.02,Elo,Não
2023-05-12 03:27:44,Cliente 10,Compra,908.26,Elo,Sim
2023-02-13 01:59:40,Cliente 5,Fraude,731.27,Visa,Sim
2023-09-19 15:27:24,Cliente 3,Estorno,1078.82,MasterCard,Não
2023-08-28 20:02:53,Cliente 8,Saque,3301.25,Amex,Sim
2023-11-03 17:58:15,Cliente 4,Compra,4075.91,Visa,Não
2023-01-03 00:23:05,Cliente 7,Compra,1341.81,Visa,Não
2023-06-23 11:42:39,Cliente 4,Fraude,1925.94,MasterCard,Sim
2023-02-07 01:37:33,Cliente 7,Compra,289.06,Visa,Sim
2023-08-05 15:16:42,Cliente 8,Estorno,3833.66,Visa,Não
2023-11-24 15:39:52,Cliente 9,Saque,4538.94,Elo,Sim
2023-05-14 13:01:41,Cliente 6,Fraude,577.96,Elo,Sim
2023-06-22 21:33:32,Cliente 5,Estorno,685.16,Elo,Não
2023-10-21 09:38:41,Cliente 8,Saque,3558.65,Elo,Não
